spordifüsioloogia,KKSB.02.042
praktika,FLFI.00.100
aktuaalseid majandusprobleeme eestis ja maailmas,MJRI.10.044
lapse arengu eripedagoogiline hindamine,SHHI.03.031
praktika,LOKT.00.023
baltikum rahvusvaheliste suhete kontekstis 20. sajandil,FLAJ.06.164
naha töötlemise ajalugu,P2VK.01.307
inimese põhiliikumise funktsionaalne analüüs,KKSB.05.075
lavastuse produktsioon,P2VK.04.575
keemia ingliskeelne terminoloogia,LOKT.06.018
ülikoolis õpetamise praktika,FLEE.00.046
kultuuripärand ja kultuuripoliitika,HVKU.03.014
pedagoogiline eetika,FLFI.02.097
õendusteaduse filosoofilised aspektid,MVPT.02.005
arvutil projekteerimine i,P2VK.01.134
nelja aine õpetaja põhipraktika,SVHI.01.022
praktika riigi või kohaliku omavalitsuse asutuses,SORG.00.010
üldine kunstiajalugu: kunst barokist romantismini,HVAJ.05.005
muuseumipraktika,FLAJ.02.149
"eesti, läti ja leedu kultuurilugu",FLKE.01.220
juhendaja seminar,LTOM.00.002
infograafika,P2PC.00.683
turismisihtkoha arendus ja juhtimine,P2PC.02.217
praktiline suuline ja kirjalik tõlge eesti keelde,FLEE.04.228
magistritöö,SHHI.03.052
klassiõpetaja põhipraktika i,SHHI.02.047
lisaeriala põhipraktika,SHHI.02.050
õigusteadusliku uurimistöö alused ja akadeemiline väljendusoskus,P2OG.01.129
hüdrogeoloogia,LOOM.03.083
heebrea keel c,USUS.05.065
muinasehe ii,P2VK.01.531
"erialane vene keel. õiguskeel i, tase a2",HVLC.05.029
treeninguõpetus: eriharukursus doktoriõppele,KKSP.04.025
juhendaja seminar,FLAJ.00.064
poliitiline ja ühiskondlik areng,SHRG.02.019
rahvusvahelise õiguse ajalugu ja teooria,P2OG.02.195
ansambel iii,P2VK.02.672
menetluspraktika füüsikas,LOFY.00.007
põhipill ii,P2VK.02.669
ettevõtluse regulatiivne keskkond,MJRI.03.098
käsitöö ja kodunduse alused,HTHT.02.014
õpetamine ja refleksioon,P2NC.01.008
noorte subkultuurid,P2VK.05.394
täiskasvanute füsioteraapia,KKSB.05.039
spordifüsioteraapia praktika,KKSB.05.044
äriteadmuse seminar,MTAT.03.287
rahvusvahelised suhted,P2OG.02.199
magistriseminar,FLEE.00.050
grupitöö oskused,SHSS.02.004
isiksuse- ja sotsiaalpsühholoogia,P2VK.09.006
kemomeetria,LOKT.08.005
lõputöö,P2VK.01.264
teadusartikli kirjutamise metoodika ja publitseerimine,MV00.00.010
vana-venemaa ajalugu,HVAJ.07.001
spektroskoopiaseminar,LOFY.02.036
magistriseminar materjalitehnoloogias,LOFY.02.032
õppimine ja õpetamine,P2VK.05.371
võtmetehnoloogiad tänapäeval,LOTI.01.005
ballett ii,P2VK.04.010
loovtants,P2VK.04.255
doktoriseminar loodusgeograafias,LOOM.02.211
praktiline metsandus,P2VK.01.198
magistriõppe seminar,SVHI.01.054
tuniisheegeldamine,P2VK.01.433
digipädevus täiskasvanuhariduses,SVHI.01.045
palkehituse praktika,HVVK.01.030
õppimise nüüdisaegsed käsitused,SVHI.01.038
projektipraktika,SHUH.04.035
sissejuhatus nüüdisaegsesse õpikäsitusse,SVHI.01.031
õigustekstide tõlge teisest võõrkeelest,HVLC.07.003
eetika ja religioosne mitmekesisus,HVUS.02.010
seksuaaleetika ja -filosoofia,FLFI.02.155
innovaatiliste toodete ja teenuste turundus,MJJV.02.097
ettevõtte aruandlus ja analüüs,SVMJ.06.001
ettevõtlusrahanduse alused,SVMJ.06.002
rõivakujunduse praktika,HVVK.01.009
doktoriseminar maastikuökoloogias ja keskkonnakaitses,LOOM.02.214
läbirääkimisoskused,HTHT.01.032
uurimuslikku õpet toetavad innovaatilised tehnoloogiad,SVHI.06.004
uuriv ajakirjandus,SVUH.00.079
haridustehnoloogiline uurimistöö,SVHI.06.009
tehnoloogiakasutuse kriitilised teemad hariduses,SVHI.06.015
majandusinformatsiooni töötlemise põhialused,MJJV.03.172
kommunikatsioonijuhi praktika,SVUH.03.003
ansambel ii,P2VK.02.671
hääleseade,P2VK.04.588
uurimis- ja analüüsimeetodid kultuurikorralduses,HVKU.03.008
"saksa keel eelkesktasemele ii, tase a2.2 > b1.1",HVLC.04.011
avalike teenuste arendamine,SVPC.01.009
"tüvirakud, kasvajad ja kasvajate tüvirakud",LTMR.00.016
"kultuurisündmus, publik ja retseptsioon",HVKU.03.018
"saksa keel algtasemele i (inglise keele baasil), tase 0 > a1.1",HVLC.04.016
inimese põhiliikumise funktsionaalne analüüs,KKSB.05.087
poliitika ja inimene,SHRG.00.033
bioorgaaniline keemia,LTKT.10.001
uurimispraktika,SVNC.00.013
magistriseminar eksperimentaalfüüsikas,LOFY.01.084
majandustekstide tõlge teisest võõrkeelest,HVLC.07.001
töötamine uurimisgrupis,MVPT.02.019
muusika ja rütmika koolieelses lasteasutuses,SVNC.00.078
lisapill i,P2VK.02.459
ärianalüütika,MTAT.03.319
meistriklass ii,P2VK.04.569
arengu- ja kultuuripsühholoogia eriseminar,SOPH.00.331
rütmika ii,P2VK.02.352
organisatsiooniõpetus,P2VK.05.191
digitaalse arhiveerimise praktika,P2VK.03.246
metoodika ja konteksti omandamise praktikum,SVHI.01.052
vaatluspraktika,SVHI.01.053
tähesüsteemide ja galaktikate füüsika,LTTO.00.017
maalimine ii,P2VK.01.010
makroökonoomika valitud teemad,SVMJ.05.002
sissejuhatus nüüdisaegsesse õpikäsitusse,SVHI.08.001
statistilise füüsika magistrikursus,LTFY.04.003
rakendusfüüsika projekt,LTFY.03.007
probleemilahendamine haridustehnoloogias,SVHI.06.017
juriidiline ja akadeemiline inglise keel 1,P2OG.04.056
taimetundmise praktika,LOOM.01.043
eesti keele praktiline süntaks,HVEE.05.015
sotsioloogia metodoloogia üldkursus,SOSS.02.081
tantsukompositsioon i,P2VK.04.251
tantsumaja,HVVK.12.029
"lugemisgrupp: mälu, aeg ja modernsus",FLFI.02.165
innovatsiooni juhtimine,SVMJ.07.003
uurimuslik õpe,SVHI.06.003
uurimistöö ii (karistusõigus),P2OG.02.227
loomuuringute eetika,LTOM.04.004
"vene keele grammatika ii (100% e-õpe), tase b1",HVLC.05.034
"loodusteadused, tehnoloogia ja ühiskond",LOLO.00.082
karjääri kujunemine ja kujundamine,SVPH.00.013
massikultuuri ajalugu eestis,HVAJ.03.005
teadmuspõhine iduettevõtlus,SVMJ.02.005
grupiõppe didaktika,HVVK.02.003
rahvatants 2018/2019,HVVK.12.024
arenguteooriad,SOPH.00.311
teadus aimeloengutes,LOFY.01.099
fülogeneesipuude rakendused ökoloogias ja evolutsioonis,LTOM.04.002
seltskonnatantsude õpetamise praktika,P2VK.04.574
improvisatsioon,P2VK.02.728
"el laienemine, siirdeprotsessid ja naabruspoliitika",P2EC.00.131
maalimine ii,HVVK.01.028
juhendamine ja nõustamine,SVHI.01.027
digipädevus haridusjuhtidele,SVHI.01.035
õppimise ja õpetamise uurimine,SVHI.01.037
eesti keele sõnavara ajalugu ja keelekontaktid,FLEE.04.138
magistriseminar,SVMJ.00.011
immunoloogia,MVBS.06.001
eksperimentaalpsühholoogia eriseminar iii,SVPH.00.008
loogika seminar,FLFI.04.062
doktorikursus maastikuökoloogias ja keskkonnakaitses,LOOM.02.218
õppe mängustamine,SVHI.06.021
füüsikaline farmaatsia,MVFA.00.008
näitlejameisterlikkus,P2VK.04.600
süstemaatiline mükoloogia,LOOM.01.035
magistrieksam,SVSV.00.005
liikumisretsept,KKSB.05.088
kultuuriturundus,HVKU.03.005
transpordi teooria ja rakendused,MTAT.08.043
praktiline harmoniseerimine klaveril iii,P2VK.02.518
sissejuhatus kultuurikorraldusse,HVKU.03.020
euroopa mõtteloo sissejuhatus,FLFI.05.022
innovaatiline organisatsioon ja organisatsioonisisene ettevõtlus,SVMJ.03.005
vene keel algajatele i osa,P2PC.00.509
põhipilli pedagoogiline repertuaar,HVVK.02.004
haige uurimine sisekliinikus,ARSK.05.019
"saksa keel algtasemele i, tase 0 > a1.1",HVLC.04.007
ideest teostuseni,SVSV.00.002
pedagoogiline praktika,HVVK.02.002
vabaühendused ja nende juhtimine,P2PC.01.161
eesti kunst ärkamisajast kuni 1940. aastani,HVAJ.05.007
magistriseminar,SVPC.00.026
materjalifüüsika praktikum ii. elekter ja magnetism,LOFY.02.006
majandustekstide tõlge esimesest võõrkeelest ja võõrkeelde,HVLC.07.010
kultuurilooline tartu,HVEE.05.004
eesti kultuur ja ajalugu i,HVEE.05.008
menetluspraktika materjalitehnoloogias,LOFY.02.033
elektroakustika,P2VK.02.383
doktoriseminar iii,MV00.00.014
keelesemiootika,FLSE.00.054
sissejuhatus filosoofiasse,FLFI.00.113
kontaktimprovisatsiooni õpetamise praktika,P2VK.04.573
kvaliteedisüsteemid,LTKT.06.015
valutöö tehnoloogia,HVVK.01.071
keemilise analüüsi ja metroloogia praktikum,LOKT.06.033
magistritöö,MJ00.00.042
karjääriplaneerimine ja karjääriteenused,SVHI.01.044
põhipraktika,SVHI.01.056
finantsökonomeetria,SVMJ.04.004
putukaökoloogia,LTOM.04.003
kooliülesannete lahendamise metoodika,LTFY.01.008
lineaarsed ahelad ja süsteemid,LTFY.01.021
tehnoloogia kasutamine hariduses,SVHI.06.010
probleemilahendamine,SVHI.06.012
digitaalne kommunikatsioon ja koostöö,SVHI.06.018
ülikoolis õpetamise praktika,LOKT.00.012
kirjastuspraktika,HVKU.05.008
majanduspoliitika alused,HVVK.03.010
kliendisuhete juhtimine ja analüüs,SVMJ.09.002
sissejuhatus filosoofiaõpingutesse,FLFI.00.106
orientalistika seminar,HVKU.10.001
"eesti keel algtasemele i (100% e-õpe), tase 0 > a1.1",HVLC.09.029
kolmas sektor ja kultuurikorraldus,FLKU.03.009
"eesti viipekeele algkursus, tase 0>a1.1",HVVK.12.030
nahkesemete õmblemise tehnoloogia i,P2VK.01.309
spektroskoopia alused,LOFY.02.019
võru keele järgkursus,HVEE.01.008
kultuurhariduse vaatluspraktika,P2VK.05.173
geoinformaatika alused,LTOM.02.012
kultuurikorralduse alused,P2VK.05.047
(lapse)vanemaks olemine: praktilise filosoofia lugemisseminar,FLFI.02.163
erialapraktika biomeditsiinis,LTMR.00.018
avalikud e-teenused,OIAO.05.071
keeleliste osaoskuste õpetamine koolieelses eas,HTHT.02.042
uurimistöö i (karistusõigus),P2OG.02.226
"rootsi keel algtasemele i, tase 0 > a1.2",HVLC.06.004
põhipill,HVVK.02.021
arukate transpordisüsteemide uurimisprojekt,LTAT.06.006
sotsioloogia doktoriseminar i: publitseerimise ettevalmistus,SVUH.00.001
mobiilirakenduste loomine,SVNC.00.057
metallide konserveerimise praktika,HVVK.01.075
rütmika i,P2VK.02.057
ioniseeriva kiirguse füüsika,LTFY.03.003
tehnoloogia ja innovatsioon,SVUH.00.021
"rootsi keel algtasemele ii, tase a1.2> a2.1",HVLC.06.005
genealoogia ja mõisteajalugu,FLFI.05.014
mõiste-eetika,FLFI.04.073
kooligeograafia,LTOM.05.002
"saksa keel kõrgtasemele i, tase b2.1 > b2.2",HVLC.04.014
helitehnoloogia alused,HVVK.02.024
koolipsühholoogia eriseminar,SOPH.00.534
pilliõpetuse didaktika,HVVK.02.022
"rootsi keel algajatele i, (inglise keele baasil), tase 0 > a1.2",HVLC.06.010
praktika,FLFI.00.097
inforessursside digitaalse säilitamise praktika,SVUH.04.016
heaolu ja elustiili uurimine,SVPC.00.034
sotsiaalne ettevõtlus ja innovatsioon,SVPC.03.008
uurimistöö i (eraõigus),P2OG.01.086
tõlkeabiprogrammid ja tõlkemälud,HVLC.07.008
"vene keel eelkesktasemele (inglise keele baasil), tase a2 > b1",HVLC.05.014
riigiõigus,P2OG.02.058
maalimise meistriklass,P2VK.04.520
õenduspedagoogiline praktika,AROT.00.009
e-eesti semiootiline (de)konstrueerimine,FLSE.00.307
õiguse ja õigusloome alused,SVOI.00.001
magistritöö,SVHI.01.055
pinnaviimistlustehnikate algkursus,P2VK.01.376
vormitöö algkursus ii,P2VK.01.373
lõigete konstrueerimine ja kohandamine,P2VK.01.244
tehniline joonestamine,HVVK.01.064
eriala menetluspraktika,LOOM.02.208
uurimistöö (karistusõigus) ii,OIAO.01.050
tehnoloogia loovkasutus: teooria ja rakendused,SVHI.06.019
praktika,SVMJ.00.005
arvutiriistvara i,LOFY.03.001
lisapill iii,P2VK.02.756
"venemaa kultuurilugu: ideoloogiad, nende mõjud ja ühiskonna arengud 19.-21. saj algus",HVKU.10.002
inimõiguste blogi,P2OG.02.235
analüütiline keemia ii,MVFA.00.003
praktiline eesti keele õpe,HVEE.05.019
"andmete töötlus, visualiseerimine ja kommunikatsioon",SVMJ.04.006
erialapraktika keskkonnaseire tehnoloogias,LOFY.05.057
saksa keel erialases suhtluses,HVLC.04.026
rotatsioonipraktika tehnikas ja tehnoloogias,LOTI.01.007
ajaloo andmebaasid,HVAJ.02.003
magistritöö (kunstide ja tehnoloogia õpetaja),HVVK.03.004
strateegiline juhtimine,MJJV.08.053
kaasaegse tantsu õpetamise praktika,P2VK.04.570
sissejuhatus tõlketeadusse,HVLC.07.006
patsiendikeskne suhtlemine,MVPT.01.004
meistrikoja praktika,P2VK.01.412
ehituskonstruktsioonid ii,P2VK.01.217
isiklik professionaalne areng,SVHI.01.034
muutuste juhtimine ja innovatsioon,SVHI.01.033
õppimise toetamine ja juhtimine,SVHI.01.039
sissejuhatus hariduslikku eestvedamisse,SVHI.01.036
haridusasutuse korraldus ja administreerimine ümbritseva keskkonna ja kogukonna kontekstis,SVHI.01.042
geriaatria algkursus,ARSK.01.057
eksperimentaalpsühholoogia eriseminar ii,SHPH.00.006
magistriseminar,HVKU.03.009
tootekujunduse praktika,HVVK.01.010
korraldustöö praktikum,P2VK.05.225
meditsiinitehnoloogia korraldus,LTFY.01.020
koostöine õppimine,SVHI.06.008
haridustehnoloogia sisuloomes,SVHI.06.006
tõlkimise roll ajakirjanduses,HVLC.07.005
sissejuhatus õpianalüütikasse,SVHI.06.016
sotsiaalfarmaatsia ja ravimite ohutus,MVFA.00.007
stohhastiliste mudelite seminar,MTMS.00.043
spordijuhtimise praktika,KKSP.03.037
õpingud tartu ülikoolis,FLFL.00.015
magistritöö,SOCC.00.014
avatud ja koostööpõhine humanitaaria,HVHV.00.005
inimõigused ja üleminekuaja õig(l)us,P2OG.02.218
tarkvara testimine,SVNC.00.058
seenematk,LTOM.01.005
farmatseutiline keemia ii,MVFA.00.006
helisalvestus i,P2VK.02.721
erivajadustega laste arengu toetamine enne kooliiga,SHHI.03.004
"prantsuse keel kõrgtasemele i, b2.1 > b2.2",HVLC.03.014
lisapillid,HVVK.02.017
terviseregistrid ja andmekvaliteet,MVPT.04.004
võrdlev sotsiaalpoliitika,SVUH.00.048
inimene ja tehnoloogia,HVVK.01.051
projektipraktika,SVNC.00.012
erikursus masinõppes,MTAT.03.317
kaasaegsed sotsiaaltöö teooriad,SOSS.04.220
juhendajaseminar,LOLO.00.080
gümnaasiumi loodusteaduste õpetaja põhipraktika,LOLO.00.073
eesti keele jätkukursus i,P2NC.00.948
aktiivõpe füüsika õpetamisel,LOFY.01.071
pärimuskombestik,P2VK.05.205
"saksa keele grammatika ii (100% e-õpe), tase b1",HVLC.04.019
süvendatud taani keel filoloogidele,HVLC.06.017
keha ja hing varauusaegses briti filosoofias,FLFI.01.109
ettevõtluspedagoogika alused,SVHI.01.059
stressijuhtimine,AROT.00.051
eesti keele hääldusõpetus,HVEE.05.016
keemilise analüüsi praktikum algajatele,LTKT.06.009
haridusasutuse strateegiline juhtimine,SVHI.01.040
õppiva organisatsiooni kultuuri loomine ja juhtimine kogukonna kontekstis,SVHI.01.041
üldkompositsioon i,HVVK.01.094
teaduskorralduse praktika,FLEE.00.051
kuidas tartu ülikoolis edukas olla?,LO00.00.001
eesti keele korraldamine ja seisund,FLEE.02.186
galvaanika,HVVK.01.083
psühhiaatriliste häirete neuroimmunoloogia,MVBS.03.002
ungari keele kursus algajatele inglise keele baasil,FLEE.06.179
kohtupsühholoogia,SOPH.00.178
õppimise psühholoogia,SVHI.08.002
uurimistöö (karistusõigus) i,OIAO.01.049
erialase edu strateegiad,LTFY.01.018
biofarmaatsia,MVFA.00.015
sissejuhatus digihumanitaariasse,HVHV.00.002
sissejuhatus eesti kultuuri,HVVK.12.019
vaatluspraktika,SVUH.00.074
meedia ja kommunikatsiooni teooria seminar,SVUH.00.011
lisapill,P2VK.02.517
majandusprobleemide kaasusanalüüs,SVMJ.00.002
"vene keel kultuuri kontekstis, tase b1>b2",HVLC.05.005
inimõigused ja haridus,P2OG.02.219
eesti keel meedias,P2NC.01.135
vene keele ja kultuuri lühikursus (inglise keele baasil),HVLC.05.015
naise ja loote tervis ja heaolu,LTMR.01.004
eksperimentaalpsühholoogia,SOPH.00.285
klassikaline väljateooria,LOFY.04.061
rakenduslik hüdrodünaamika,LOFY.05.049
doktoriseminar geoinformaatikas,LOOM.02.212
sotsiaalplaneerimine,SVPC.03.006
põhipill iv,P2VK.02.413
juhtimine,SVMJ.03.013
doktoriseminar ii,MV00.00.012
infokorralduse praktika ja kogemusanalüüs ii,SVUH.04.015
võimlemise algõpetus,MVSF.00.005
"rootsi keel keskastmele ii, tase b1.2 > b2.1",HVLC.06.009
ühiskond ja kultuur,SVUH.00.077
kuidas õppida kõrgkoolis,HVVK.03.015
pärimuskultuur tänapäeva ühiskonnas,HVVK.03.006
sotsioloogia doktoriseminar ii: teadustöö tulemuste publitseerimine,SVUH.00.002
sotsiaalse ja tööalase rehabilitatsiooni korraldus,SVPC.03.009
ülikoolis õpetamise praktika,FLGR.05.079
muusikaõpetus,P2VK.05.204
ühiskonna inforessursside haldamine,FLAJ.02.148
moderntants i,P2VK.04.358
magistriprojekt,FLGR.04.314
pärimuskultuur ja turismitootearendus,SVPC.02.004
kaasaja majandus- ja sotsiaalajalugu,SVJS.00.007
turismiturundus,P2PC.02.067
poliitikateooria probleemid ja vaidlused,SHRG.00.035
"hispaania keele algkursus i (inglise keele baasil), tase 0 > a1.1",FLKE.05.034
tantsukompositsioon iv,P2VK.04.561
ajaloolise hoone uuringud,HVVK.01.103
aktiivõpe,P2NC.00.783
ansambel i,P2VK.02.717
põhipill iv,P2VK.02.677
koorijuhtimine,HVVK.02.014
"autoriõigus, lepingud, produktsioon ja marketing",P2VK.02.748
doktoriseminar ökotehnoloogias,LOOM.02.219
kosmosetehnoloogia projekt,LTTO.00.004
füüsika,SVNC.00.051
sissejuhatus tarkvarasse r,SVMJ.04.011
ettevõtete rahvusvahelistumise juhtimine,SVMJ.07.002
praktiline vene keel,SVNC.00.082
"india religioonide, filosoofiate ja kultuuride ajalugu",HVUS.06.005
ajaloolised küttekolded,HVVK.01.107
tarkvara arcgis,LTOM.02.015
uurimispraktika turismiorganisatsioonis,SVPC.02.003
muusik-tehnoloogi kutsepraktika,HVVK.02.010
visuaalse reklaami teooria ja praktika,P2VK.04.554
"vene keel vene filmide baasil. vestluskursus kõrgtasemele, tase b2>c1",HVLC.05.003
lõimitud toode,HVVK.01.055
"erialane inglise keel geenitehnoloogia üliõpilastele, tase b2.1 > b2.2",HVLC.01.011
arranžeerimine ii,HVVK.02.023
stuudioseadmed,P2VK.02.628
valguskujundaja eriala praktika,P2VK.04.558
c. orffi süsteemi alused,P2VK.02.252
visuaalse kommunikatsiooni disain,SVPC.02.013
rahvusvahelised rahastamisprogrammid ja projektide juhtimine,P2EC.00.137
improvisatsioon i,P2VK.04.357
"saksa keel kesktasemele ii, tase b1.2 > b2.1",HVLC.04.013
saksa keele algkursus i,P2VK.09.023
põhipill iii,P2VK.02.463
üldkompositsioon,P2VK.04.644
ajaloolised avatäited,HVVK.01.105
tantsutehnikad ja treeningsüsteemid ii,P2VK.04.596
magistritöö füsioteraapia erialal,KKSB.05.059
improvisatsiooni alused i,P2VK.02.458
doktorikursus ökotehnoloogias,LOOM.02.220
erialane praktika,MTMS.01.087
lugemisoskuste ja vilumuse arendamine inglise keeles i,P2PC.00.559
sündmuste ohutus ja turvalisus,P2VK.05.395
loomemajanduse alused,P2VK.05.346
erialapraktika,P2VK.02.760
põhipilli pedagoogiline repertuaar,P2VK.02.735
eesti foneetika ja fonoloogia,FLEE.09.017
liikuvad pildid - varajane film kuni 1930,HVLC.04.025
koorijuhtimine ii,P2VK.02.762
pedagoogiline praktikum ii,HVVK.03.007
kaasaegsed suundumused psühholoogias i,SVPH.00.003
erialane inglise keel eripedagoogidele (b2 keeletase),SVHI.02.006
rahvusvaheline arvestus ja aruandlus,SVMJ.06.004
3d modelleerimine õpetajatele,LOTI.05.067
maateaduste alused i,LOOM.03.115
tantsukompositsioon ii,P2VK.04.252
informatsiooninduse ajalugu,SVUH.04.009
erialapraktika,LTOM.02.008
ansambel iv,P2VK.02.376
treeningu monitooring,KKSP.04.045
selgroogsete määramine looduses,LTOM.04.001
dendrokronoloogia,LOOM.02.193
tantsuõpetuse didaktika,P2VK.04.471
sporditraumatoloogia,ARSM.00.014
tantsutehnikad ja treeningsüsteemid i,P2VK.04.593
sanskriti keel edasijõudnutele. tekstide lugemine ja analüüs,FLKU.10.005
kivitöö praktika,P2VK.01.395
kunstide ja tehnoloogia pidev praktika,HVVK.01.056
protsessi- ja projektijuhtimine heaolu teenuste disainis,SVPC.02.012
näitlejameisterlikkuse meistriklassid,P2VK.04.632
seiklustegevuste praktika,HVVK.03.009
ametipärimuse kogumine,P2VK.04.628
ajaloolise hoone uuringud,HVVK.01.104
andekuse psühholoogia ja pedagoogika küsimusi,SHHI.03.012
valitud tekste teoreetilise filosoofia õppetooli poolt,FLFI.04.031
draamaõppe praktika,P2VK.05.355
uurimismetoodika õendusteaduses i,MVPT.02.002
magistritöö,HTHT.00.120
alus- ja alghariduse doktoriõppe eriseminar iii,HTHT.02.046
äriprojektide juhtimine,SVMJ.03.012
"saksa keel algtasemele ii, tase a1.1 > a1.2",HVLC.04.008
sissejuhatus digitaalmeediasse,SVUH.01.003
"sissejuhatus kesk- ja ida-euroopa, venemaa ja euraasia uuringutesse",SVJS.00.006
muusikateooria i,P2VK.02.646
projektid ja võrgustikud haridusteadustes,SVHI.01.009
füüsikalise keemia praktikum ii,LOKT.02.042
ansambel iv,P2VK.02.101
live kontsertide helindamine i,P2VK.02.742
suveräänsus ja maailmakord,SHRG.03.011
loovettevõtja reflektiivkursus,HVVK.12.008
valguskujundus,P2VK.04.542
erialapraktika,P2VK.02.488
startup ettevõtte turunduse praktika,SVMJ.09.007
mäng koolieelses eas,SHHI.02.033
teadusartikli kirjutamise alused,LOOM.04.037
põhipill i,P2VK.02.580
meedia efektid ja efektiivsus,SOZU.03.250
kultuuridevahelise kommunikatsiooni praktikum,P2VK.05.161
eesti keele foneetika,P2NC.00.759
kaasaegsed suundumused militaarpsühholoogias,SVPH.00.022
"eesti keele algkursus iii, inglise keele baasil, a1.2 > a2.1",FLLC.09.003
transkriptsioon,P2VK.02.374
lavaline häälekasutus ja hääletreening ii,P2VK.04.586
"hispaania keele algkursus ii, tase a1.1 > a1.2",FLKE.05.029
digitaalne helitöötlus,HVVK.02.008
füüsiline aktiivsus ja heaolu 2018/2019,HVVK.12.031
assistendipraktika teatris,HVKU.05.009
ateismi ja agnostitsismi filosoofia,FLFI.04.074
sotsiaalainete õpetaja pidev praktika,SHHI.01.037
toitlustuskorraldus,P2PC.02.150
arranžeerimine i,P2VK.02.030
sotsiaalne innovatsioon ja ettevõtlus,SVPC.01.010
rakendussemiootika,FLSE.00.308
doktoriseminar geoloogias,LOOM.03.103
kultuurikorralduse praktika,HVKU.03.007
eesti pärimusmuusika i,P2VK.02.661
lastestomatoloogia,ARST.01.101
omakultuuriakadeemia 2018/2019,HVVK.12.026
inimese anatoomia ja füsioloogia koolis,LTOM.05.005
praktiline radioloogia,ARRD.00.013
farmatseutiline tehnoloogia,MVFA.00.004
konstrueerimine,P2VK.04.654
arranžeerimine ii,P2VK.02.031
spaateenuste arendamine,SVPC.02.010
majandusarengu teooria ja praktika,MJRI.10.031
"erialane saksa keel arstiteaduse üliõpilastele (100% e-õpe), tase b2",HVLC.04.022
ruumiandmete stuudio,LTOM.02.011
menetluspraktika loodusteadustes ja tehnoloogias,LTTI.00.013
eesti pärimustants,P2VK.04.546
doktorikursus geoinformaatikas,LOOM.02.216
ansambel i,P2VK.02.708
arvutitehnoloogia,LOTI.05.058
praktiline kõnekunst,P2VK.05.390
lavaline liikumine,P2VK.04.592
etnoloogia ja folkloristika doktoriseminar,FLKU.03.008
õpiabi praktikum,SVHI.03.031
sissejuhatus kognitiiv-käitumisteraapiasse,SOPH.00.531
turundaja loovkursus,SVMJ.09.006
põhipill i,P2VK.02.461
sissejuhatus pärimusmuusikasse,HVVK.12.027
"vene keel füsioterapeutidele, tase a2.1 > a2.2",HVLC.05.004
esituskunstide produktsiooni meistriklass,HVVK.03.002
saksakeelsete maade ajalugu i,HVLC.04.027
19. sajandi teise poole ja 20. sajandi filosoofia,FLFI.01.021
ülikoolis õppimine,SVHI.01.004
koolikeemia praktikum ii,LOKT.09.042
ülikoolis õpetamise praktika,HTHT.00.036
turismitoodete disain ja arendus,P2PC.02.228
etenduskunstide teooriad ja praktilise lavastamise alused,P2VK.04.604
ajaloo- ja mälu poliitika,SHRG.02.005
folkloristika mõisted ja meetodid,FLKU.04.092
tutvumispraktika,P2PC.03.139
"vene keele grammatika i (100% e-õpe), tase a2",HVLC.05.033
koorijuhtimine i,P2VK.02.761
erialapraktika ii,P2VK.02.767
magistriseminar,SVMJ.00.007
"saksa keele grammatika i (100% e-õpe), tase a2",HVLC.04.018
tantsukompositsioon iii,P2VK.04.362
tantsuanalüüs,P2VK.04.388
improvisatsioon iii,P2VK.04.371
kodarrahade valmistamine,HVVK.01.102
erialane praktika i,MTMS.02.041
etenduskunstide multimeediaspetsialisti eriala praktika,P2VK.04.557
laul ja hääleseade ii,P2VK.02.362
logopeedia praktika alakõnega lastega koolieelsetes lasteasutustes,SHHI.03.051
rütm ja koordinatsioon,P2VK.04.387
loovtegevuste juhendamise praktika i,P2VK.05.387
karjääriõpe ja karjääriteenuste korraldamine,P2VK.05.386
"eesti keele intensiivkursus i. hääldamine ja kuulamine (inglise keele baasil), tase 0 > a2",HVLC.09.009
kõnehälvete kliinik,ARNR.01.038
analüütiline kuulamine/ akustiline solfedžo,P2VK.02.719
doktoriseminar botaanikas ja mükoloogias,LOOM.01.096
kõrglahutusega laserspektroskoopia,LOFY.02.037
teadusliku toimetamise põhimõtted ja praktika,FLAJ.00.024
teadusliku uurimistöö meetodid ja metodoloogia,FLAJ.00.023
põhipill i,P2VK.02.668
magistriseminar,MJ00.00.054
andragoogika kutseõpetajatele,SVHI.01.067
kosmose- ja militaartehnoloogia seminar,LTTO.00.003
"prantsuse keel kesktasemele i, b1.1 > b1.2",HVLC.03.012
akustika alused ja helitrakt,HVVK.02.007
eesti loodusgeograafia,LOOM.02.173
lavastuse struktuur ja toimimine tantsuõpetajale ja koreograafile,P2VK.04.562
tantsuajalugu i,P2VK.04.389
sotsiaalkaitse õiguslikud alused,SVPC.03.002
enamlevinud haigused,MVPT.01.001
teatriajalugu,P2VK.04.631
hariduslike erivajadustega lapsed ja hariduskorraldus,HTEP.01.232
tõlkepraktika,FLGR.04.709
näitlejatöö erialapraktika ii,P2VK.04.608
doktoriseminar i,MV00.00.011
valgustuse alused,P2VK.02.747
sissejuhatus ettevõtlusse,MJJV.03.184
filosoofia ajalugu ii,FLFI.01.104
loovus- ja tegevusõppe alused,P2VK.05.385
spetsialiseerumisaine praktilisest filosoofiast iii,FLFI.02.132
ansambel ii,P2VK.02.679
farmakoepidemioloogia ja farmakoökonoomika,MVFA.00.017
doktorikursus loodusgeograafias,LOOM.02.215
kultuuriteooriad ja ühiskond,HVKU.03.017
